LEVEL1,LEVEL2,LEVEL3,TOOLTIP,SOURCE,SOURCE URL,2010,2011,2012,2013,2014,LEVEL
General Fund,Parks Rec & Cultural Arts/Community Program,FICA Tax Expense,,,,0.0,0.0,0.0,0.0,22205.0,3
General Fund,Parks Rec & Cultural Arts/Community Program,All Other Expenses,,,,0.0,0.0,0.0,0.0,17560.0,3
General Fund,Parks Rec & Cultural Arts/Community Program,Group Insurance Expense,,,,0.0,0.0,0.0,0.0,55776.0,3
General Fund,Parks Rec & Cultural Arts/Community Program,Employer - 401(K),,,,0.0,0.0,0.0,0.0,14513.0,3
General Fund,Parks Rec & Cultural Arts/Community Program,Contracted Services,,,,0.0,0.0,0.0,0.0,56000.0,3
General Fund,Parks Rec & Cultural Arts/Community Program,Supplies - Other,,,,0.0,0.0,0.0,0.0,22000.0,3
General Fund,Parks Rec & Cultural Arts/Community Program Total,,,,,0.0,0.0,0.0,0.0,574842.0,2
General Fund,Police/Criminal Investigations Div,Police Special Purposes,,,,18000.0,7000.0,3000.0,1511.0,2500.0,3
General Fund,Police/Criminal Investigations Div,FICA Tax Expense,,,,136147.74,136169.94,139970.98,147404.0,177190.0,3
General Fund,Police/Criminal Investigations Div,Supplies - Uniforms,,,,21934.14,13822.67,28902.83,34000.0,40000.0,3
General Fund,Police/Criminal Investigations Div,Group Insurance Expense,,,,248579.0,330207.0,330207.0,342732.0,436912.0,3
General Fund,Police/Criminal Investigations Div,Supplies - Safety Equipment,,,,6695.12,14079.33,8375.53,8974.0,12000.0,3
General Fund,Police/Criminal Investigations Div,Compensation - Temp/Seasonal,,,,9509.04,13495.94,13113.37,10291.0,30000.0,3
General Fund,Police/Criminal Investigations Div,Compensation - Overtime,,,,77014.3,83651.82,134882.6,132594.0,105000.0,3
General Fund,Police/Criminal Investigations Div,Contracted Services,,,,3170.82,2056.46,2833.96,5825.0,12905.0,3
General Fund,Police/Criminal Investigations Div,Compensation - Full Time Reg,,,,1731479.92,1737614.72,1733571.52,1798944.0,2155212.0,3
General Fund,Police/Criminal Investigations Div,Employer - 401(K),,,,16989.25,16277.29,15653.68,22588.0,114311.0,3
General Fund,Police/Criminal Investigations Div,Rental/Lease,,,,11978.15,10762.9,11149.68,14409.0,15275.0,3
General Fund,Police/Criminal Investigations Div,Fleet Fuel Charges,,,,0.0,0.0,77111.71,77098.0,80000.0,3
General Fund,Police/Criminal Investigations Div,Supplies - Other,,,,24987.61,25583.47,34419.96,28999.0,29000.0,3
General Fund,Police/Criminal Investigations Div,All Other Expenses,,,,4112.34,7666.0,8914.53,11216.0,12800.0,3
General Fund,Police/Criminal Investigations Div,Fleet Maintenance Charges,,,,81051.71,165669.51,49573.92,66039.0,70103.0,3
General Fund,Police/Criminal Investigations Div,Compensation - Stand By Pay,,,,20763.52,19394.85,26136.24,27007.0,26000.0,3
General Fund,Police/Criminal Investigations Div,Employer - Police 401(K),,,,76248.2,74235.26,79079.55,76548.0,0.0,3
General Fund,Police/Criminal Investigations Div,Employer - LGERS,,,,91829.38,116367.72,133014.4,133505.0,166436.0,3
General Fund,Police/Criminal Investigations Div Total,,,,,2580490.24,2774054.88,2829911.46,2939684.0,3485644.0,2
General Fund,Finance/Finance Administration,FICA Tax Expense,,,,13238.73,6484.7,14817.47,18850.0,24570.0,3
General Fund,Finance/Finance Administration,Group Insurance Expense,,,,20155.0,26774.0,40699.0,35152.0,37184.0,3
General Fund,Finance/Finance Administration,Employer - LGERS,,,,7586.85,4280.41,14175.34,16862.0,22707.0,3
General Fund,Finance/Finance Administration,All Other Expenses,,,,20200.89,16853.809999999998,20992.49,35574.0,32002.0,3
General Fund,Finance/Finance Administration,Workers Compensation,,,,39005.0,39112.0,39112.0,39882.0,37115.0,3
General Fund,Finance/Finance Administration,OPEB Pension Contributions,,,,0.0,0.0,0.0,0.0,20371.0,3
General Fund,Finance/Finance Administration,Insurance & Bonds,,,,22271.0,22271.0,22271.0,29468.0,54991.0,3
General Fund,Finance/Finance Administration,Contracted Services,,,,22775.0,100419.69,101068.62,87090.0,50000.0,3
General Fund,Finance/Finance Administration,Employer - 401(K),,,,8283.66,3362.15,10301.81,12166.0,16059.0,3
General Fund,Finance/Finance Administration,Compensation - Full Time Reg,,,,174775.43,85462.85,203130.26,247702.0,320119.0,3
General Fund,Finance/Finance Administration,Quality of Serv Award,,,,10050.69,1449.09,2905.79,6976.0,1056.0,3
General Fund,Finance/Finance Administration Total,,,,,338342.25,306469.7,469473.78,529722.0,616174.0,2
General Fund,Planning & Development/Community Development Division,AHOPE,,,,20000.0,20000.0,15000.0,25000.0,20000.0,3
General Fund,Planning & Development/Community Development Division,Compensation - Temp/Seasonal,,,,0.0,0.0,4587.21,11750.0,0.0,3
General Fund,Planning & Development/Community Development Division,Community Relations Council,,,,50000.0,24997.84,35704.89,44296.0,0.0,3
General Fund,Planning & Development/Community Development Division,Economic Development Comm,,,,50000.0,40000.0,40000.0,60000.0,0.0,3
General Fund,Planning & Development/Community Development Division,YWCA,,,,10000.0,6000.0,6000.0,12000.0,8000.0,3
General Fund,Planning & Development/Community Development Division,Sports Commission,,,,0.0,0.0,45000.0,45000.0,0.0,3
General Fund,Planning & Development/Community Development Division,Youthful Hand,,,,5000.0,3750.0,0.0,8720.0,4720.0,3
General Fund,Planning & Development/Community Development Division,Green Opportunities,,,,0.0,0.0,0.0,25000.0,25000.0,3
General Fund,Planning & Development/Community Development Division,Group Insurance Expense,,,,6718.0,8925.0,10600.0,10600.0,9296.0,3
General Fund,Planning & Development/Community Development Division,Asheville Greenworks,,,,10000.0,8000.0,8000.0,8000.0,8000.0,3
General Fund,Planning & Development/Community Development Division,Contracted Services,,,,9193.13,6806.57,8147.13,2500.0,0.0,3
General Fund,Planning & Development/Community Development Division,Children First,,,,22500.0,17800.0,17800.0,15740.0,15740.0,3
General Fund,Planning & Development/Community Development Division,Compensation - Full Time Reg,,,,43426.14,43426.2,28241.15,40689.0,46808.0,3
General Fund,Planning & Development/Community Development Division,All Other Expenses,,,,43851.65000000001,33783.69,30279.99,40981.0,32146.0,3
General Fund,Planning & Development/Community Development Division Total,,,,,270688.92000000004,213489.3,249360.37,350276.0,169710.0,2
General Fund,Public Works/Public Works Administration,Electricity,,,,48900.78,53314.37,54551.2,52525.0,57500.0,3
General Fund,Public Works/Public Works Administration,Training,,,,11541.78,9162.51,12804.93,13820.0,12642.0,3
General Fund,Public Works/Public Works Administration,Powell Bill Expenses,,,,0.0,0.0,0.0,1392756.0,0.0,3
General Fund,Public Works/Public Works Administration,Principal Payments-Powell Bill,,,,0.0,0.0,0.0,251510.0,0.0,3
General Fund,Public Works/Public Works Administration,Water and Sewer,,,,0.0,0.0,15926.32,24500.0,17000.0,3
General Fund,Public Works/Public Works Administration,Quality of Serv Award,,,,11344.41,25833.36,4943.38,5690.0,1056.0,3
General Fund,Public Works/Public Works Administration,FICA Tax Expense,,,,31588.12,28261.77,27748.22,23497.0,37198.0,3
General Fund,Public Works/Public Works Administration,Employer - LGERS,,,,19993.9,25089.59,26836.58,21439.0,34432.0,3
General Fund,Public Works/Public Works Administration,Interest Expense-Powell Bill,,,,0.0,0.0,0.0,72291.0,0.0,3
General Fund,Public Works/Public Works Administration,Infrastructure - Powell Bill,,,,0.0,0.0,0.0,227553.0,0.0,3
General Fund,Public Works/Public Works Administration,Employer - 401(K),,,,20512.58,19684.67,19505.15,15786.0,24351.0,3
General Fund,Public Works/Public Works Administration,OPEB Pension Contributions,,,,0.0,0.0,0.0,0.0,50406.0,3
General Fund,Public Works/Public Works Administration,Insurance & Bonds,,,,160900.0,160900.0,115018.0,70950.0,132403.0,3
General Fund,Public Works/Public Works Administration,Compensation - Temp/Seasonal,,,,0.0,0.0,0.0,10192.0,44850.0,3
General Fund,Public Works/Public Works Administration,Contra Salaries and Wages-PB,,,,0.0,0.0,0.0,-49796.0,0.0,3
General Fund,Public Works/Public Works Administration,Compensation - Full Time Reg,,,,459472.1,391112.45,385209.09,339771.0,440344.0,3
General Fund,Public Works/Public Works Administration,Rental/Lease,,,,7810.52,14157.79,10219.5,17611.0,7374.0,3
General Fund,Public Works/Public Works Administration,Natural Gas,,,,7005.85,15712.57,11291.01,17000.0,14713.0,3
General Fund,Public Works/Public Works Administration,Contracted Services,,,,33509.63,1980.0,0.0,3300.0,0.0,3
General Fund,Public Works/Public Works Administration,Supplies - Other,,,,12967.02,14533.73,17602.04,20260.0,15836.0,3
General Fund,Public Works/Public Works Administration,Compensation - Overtime,,,,0.0,0.0,2662.14,7770.0,7000.0,3
General Fund,Public Works/Public Works Administration,Workers Compensation,,,,266660.0,267392.0,224678.0,229099.0,213215.0,3
General Fund,Public Works/Public Works Administration,All Other Expenses,,,,36709.67,24456.200000000004,50838.78,55638.0,47953.0,3
General Fund,Public Works/Public Works Administration,Unemployment,,,,0.0,0.0,0.0,0.0,13177.0,3
General Fund,Public Works/Public Works Administration,Compensation - Full Time Reg,,,,0.0,0.0,31130.18,45948.0,48009.0,3
General Fund,Public Works/Public Works Administration,Vehicle Allowance,,,,11259.14,10028.88,10841.68,8979.0,14401.0,3
General Fund,Public Works/Public Works Administration,Group Insurance Expense,,,,31873.0,35068.0,26773.0,29273.0,60424.0,3
General Fund,Public Works/Public Works Administration,Group Insurance Expense,,,,0.0,0.0,0.0,2557.0,9296.0,3
General Fund,Public Works/Public Works Administration Total,,,,,1172048.5,1096687.89,1048579.2,2909919.0,1303580.0,2
General Fund,Non-Departmental/Inter-Extra Goverment Services,Crime Stoppers,,,,21014.68,53980.0,39848.86,42741.0,41359.0,3
General Fund,Non-Departmental/Inter-Extra Goverment Services,Police ID Bureau,,,,342049.01,356124.26,387945.54,379261.0,424188.0,3
General Fund,Non-Departmental/Inter-Extra Goverment Services,Economic Incentives,,,,450958.26,609173.66,508518.46,1265400.0,595400.0,3
General Fund,Non-Departmental/Inter-Extra Goverment Services,Board of Tax Supervision,,,,671725.37,706936.67,713709.67,720000.0,820000.0,3
General Fund,Non-Departmental/Inter-Extra Goverment Services,YMI Utilities,,,,24000.0,24000.0,24000.0,24000.0,24000.0,3
General Fund,Non-Departmental/Inter-Extra Goverment Services Total,,,,,1509747.3199999998,1750214.59,1674022.53,2431402.0,1904947.0,2
General Fund,Administration Services/City Clerk Division,Group Insurance Expense,,,,6718.0,8925.0,8925.0,8925.0,9296.0,3
General Fund,Administration Services/City Clerk Division,Compensation - Full Time Reg,,,,82315.41,82500.1,82346.91,84354.0,87624.0,3
General Fund,Administration Services/City Clerk Division,All Other Expenses,,,,18741.329999999998,19893.530000000002,19759.510000000002,22580.0,22544.0,3
General Fund,Administration Services/City Clerk Division Total,,,,,107774.74,111318.63,111031.42000000001,115859.0,119464.0,2
General Fund,Administration Services/Community Relations,Compensation - Full Time Reg,,,,295803.15,192413.88,208699.62,204449.0,210700.0,3
General Fund,Administration Services/Community Relations,Supplies - Other,,,,7758.47,352.73,2065.5,7800.0,5000.0,3
General Fund,Administration Services/Community Relations,Contracted Services,,,,0.0,0.0,56247.94,81263.0,0.0,3
General Fund,Administration Services/Community Relations,Employer - 401(K),,,,15047.97,9621.66,10440.96,10073.0,10535.0,3
General Fund,Administration Services/Community Relations,All Other Expenses,,,,18383.75,10300.589999999998,10875.330000000002,23100.0,8150.0,3
General Fund,Administration Services/Community Relations,Contracted Services,,,,80981.5,72841.5,4451.48,17448.0,64200.0,3
General Fund,Administration Services/Community Relations,FICA Tax Expense,,,,21349.49,13275.01,14558.3,15410.0,16119.0,3
General Fund,Administration Services/Community Relations,Group Insurance Expense,,,,68801.0,26773.0,31775.0,32752.0,37184.0,3
General Fund,Administration Services/Community Relations,Employer - LGERS,,,,14619.97,12282.78,14070.05,13855.0,14896.0,3
General Fund,Administration Services/Community Relations Total,,,,,522745.29999999993,337861.15,353184.18,406150.0,366784.0,2
General Fund,Fire & Rescue/Emergency Response Division,Fire Dept Vacation Deferral,,,,15705.0,48675.0,61470.0,63201.0,53000.0,3
General Fund,Fire & Rescue/Emergency Response Division,Compensation - Overtime,,,,856032.21,621080.15,510741.52,522499.0,480000.0,3
General Fund,Fire & Rescue/Emergency Response Division,Compensation - Temp/Seasonal,,,,42909.06,26102.56,26920.6,31395.0,33800.0,3
General Fund,Fire & Rescue/Emergency Response Division,Compensation - Part Time,,,,0.0,0.0,0.0,0.0,32776.0,3
General Fund,Fire & Rescue/Emergency Response Division,Compensation - Full Time Reg,,,,1.026112103E7,9978333.38,9832513.08,1.0595476E7,1.1231748E7,3
General Fund,Fire & Rescue/Emergency Response Division,Cellular Usage,,,,15165.44,9413.38,49050.86,56700.0,70000.0,3
General Fund,Fire & Rescue/Emergency Response Division,Water and Sewer,,,,0.0,0.0,51647.06,52000.0,52000.0,3
General Fund,Fire & Rescue/Emergency Response Division,Electricity,,,,117377.01,101827.56,98702.97,100000.0,109000.0,3
General Fund,Fire & Rescue/Emergency Response Division,Maint & Repair - Equipment,,,,18504.09,18533.86,23660.0,25510.0,12260.0,3
General Fund,Fire & Rescue/Emergency Response Division,Maintenance and Repairs,,,,13725.19,19436.72,22586.72,14116.0,25696.0,3
General Fund,Fire & Rescue/Emergency Response Division,FICA Tax Expense,,,,134647.66,133380.45,128473.57,145168.0,171554.0,3
General Fund,Fire & Rescue/Emergency Response Division,Maint & Repair - Buildings,,,,78149.45,54607.63,0.0,0.0,9000.0,3
General Fund,Fire & Rescue/Emergency Response Division,Licenses Taxes & Fees,,,,4151.0,7141.86,8388.2,5467.0,6739.0,3
General Fund,Fire & Rescue/Emergency Response Division,Rental/Lease,,,,4111.93,19957.4,23803.2,26502.0,30233.0,3
General Fund,Fire & Rescue/Emergency Response Division,Employer - 401(A),,,,211280.9,204464.87,199645.23,204873.0,235950.0,3
General Fund,Fire & Rescue/Emergency Response Division,Employer - LGERS,,,,534752.48,676551.65,715417.56,757633.0,834085.0,3
General Fund,Fire & Rescue/Emergency Response Division,Professional Services,,,,66350.0,47444.34,7536.34,16127.0,16127.0,3
General Fund,Fire & Rescue/Emergency Response Division,Employer - 401(K),,,,548463.33,530674.89,519914.92,560956.0,589876.0,3
General Fund,Fire & Rescue/Emergency Response Division,Training,,,,52547.06,25774.73,43197.8,29879.0,78000.0,3
General Fund,Fire & Rescue/Emergency Response Division,Supplies - Uniforms,,,,7545.37,374.7,8053.68,7753.0,13000.0,3
General Fund,Fire & Rescue/Emergency Response Division,Natural Gas,,,,44014.07,37148.61,26543.29,30000.0,35000.0,3
General Fund,Fire & Rescue/Emergency Response Division,Supplies - Fleet Parts,,,,9355.57,1820.07,9191.97,16735.0,10000.0,3
General Fund,Fire & Rescue/Emergency Response Division,Supplies - Safety Equipment,,,,196024.39,284504.44,234084.68,269351.0,316935.0,3
General Fund,Fire & Rescue/Emergency Response Division,Supplies - Books/Audio Visual,,,,11101.4,4616.35,3047.4,1740.0,4700.0,3
General Fund,Fire & Rescue/Emergency Response Division,Supplies - Other,,,,159830.23,105784.26,79757.86,92980.0,100000.0,3
General Fund,Fire & Rescue/Emergency Response Division,Group Insurance Expense,,,,1569293.0,1972317.0,2022586.08,1982300.0,2228716.0,3
General Fund,Fire & Rescue/Emergency Response Division Total,,,,,1.4972156869999997E7,1.492996586E7,1.4706934590000002E7,1.5608361E7,1.6780195E7,2
General Fund,Fire & Rescue/Fire Marshals Office Division,FICA Tax Expense,,,,12175.2,13349.53,14131.61,13872.0,13177.0,3
General Fund,Fire & Rescue/Fire Marshals Office Division,Group Insurance Expense,,,,80620.0,116019.0,116019.0,123032.0,139440.0,3
General Fund,Fire & Rescue/Fire Marshals Office Division,Employer - LGERS,,,,41901.34,57850.91,70517.49,68508.0,64250.0,3
General Fund,Fire & Rescue/Fire Marshals Office Division,Employer - 401(K),,,,42964.62,45482.22,49227.65,50753.0,45439.0,3
General Fund,Fire & Rescue/Fire Marshals Office Division,Training,,,,8281.76,6882.42,23182.83,3092.0,10000.0,3
General Fund,Fire & Rescue/Fire Marshals Office Division,All Other Expenses,,,,12218.75,9925.16,10955.21,11302.0,11161.0,3
General Fund,Fire & Rescue/Fire Marshals Office Division,Employer - 401(A),,,,17737.83,18131.36,20313.32,20265.0,18175.0,3
General Fund,Fire & Rescue/Fire Marshals Office Division,Compensation - Full Time Reg,,,,814686.38,846280.49,980246.55,942349.0,874482.0,3
General Fund,Fire & Rescue/Fire Marshals Office Division,Compensation - Temp/Seasonal,,,,0.0,20212.94,1189.32,33659.0,0.0,3
General Fund,Fire & Rescue/Fire Marshals Office Division,Compensation - Overtime,,,,70073.95,58320.33,41327.48,60311.0,32000.0,3
General Fund,Fire & Rescue/Fire Marshals Office Division Total,,,,,1100659.83,1192454.3599999996,1327110.4600000002,1327143.0,1208124.0,2
General Fund,Economic Development/Economic Development Division,Services - Advertising,,,,4197.19,12795.18,4613.0,8000.0,5000.0,3
General Fund,Economic Development/Economic Development Division,All Other Expenses,,,,13478.12,14428.210000000001,16763.96,20741.0,24364.0,3
General Fund,Economic Development/Economic Development Division,Group Insurance Expense,,,,33256.0,40160.0,45160.0,39546.0,48804.0,3
